Group,Sample,Tissue_Area_um2,Collagen_Area_um2,CVF_Percent
GAE9,hs10wgae9-4_mt_5.jpg,168116.33518710535,7295.183334904328,4.339366145940038
GAE9,hs10wgae9-4_mt_6.jpg,149785.5688566312,18712.941841832413,12.493154036583922
GAE9,hs10wgae9-5_mt_1.jpg,143493.54321802247,7247.761334715809,5.050932029536439
GAE9,hs10wgae9-5_mt_2.jpg,146155.1984164389,8338.552172683572,5.705272383760581
GAE9,hs10wgae9-5_mt_3.jpg,147814.9684230371,8676.699029126215,5.869973198041793
GAE9,hs10wgae9-5_mt_4.jpg,157615.20407201437,4899.396738618156,3.1084543952876666
GAE9,hs10wgae9-5_mt_5.jpg,166641.24799698373,7252.087849938734,4.3519164295204975
GAE9,hs10wgae9-5_mt_6.jpg,154393.392402677,7423.3669525874275,4.808085914212165
GAE10,hs10wgae10-1_mt_1.jpg,165254.30295032525,6305.514186068434,3.815642965716812
GAE10,hs10wgae10-1_mt_2.jpg,165059.27043076637,7531.784334055992,4.563078653140646
GAE10,hs10wgae10-1_mt_3.jpg,168027.68404185132,7579.800169667265,4.5110424588006195
GAE10,hs10wgae10-1_mt_4.jpg,173621.78339146014,6384.3246300311075,3.677144944212761
GAE10,hs10wgae10-1_mt_5.jpg,170470.1291356396,8232.594966537848,4.829347527499871
GAE10,hs10wgae10-1_mt_6.jpg,166341.87011028378,11967.904609293999,7.194763772560296
GAE10,hs10wgae10-2_mt_1.jpg,137661.48553115284,10155.688566311625,7.3772911334836575
GAE10,hs10wgae10-2_mt_2.jpg,159383.13695918565,10514.874163446133,6.597231278073509
GAE10,hs10wgae10-2_mt_3.jpg,147153.94476387976,14231.944575360547,9.671466570737765
GAE10,hs10wgae10-2_mt_4.jpg,154787.69912338586,13208.087472900372,8.533034309381273
GAE10,hs10wgae10-2_mt_5.jpg,154567.13168064854,16492.336695258746,10.670015362214002
GAE10,hs10wgae10-2_mt_6.jpg,150037.01574135173,14163.059666321053,9.439710325041856
GAE10,hs10wgae10-3_mt_1.jpg,171480.07352248096,10563.738335375627,6.160329954600075
GAE10,hs10wgae10-3_mt_2.jpg,168698.2939014045,7269.0545763031405,4.308908174585055
GAE10,hs10wgae10-3_mt_3.jpg,169999.89631445004,3868.583278348573,2.2756386105041067
